PLOT_BID,CROSS_GROUP,BREEDER_CODE,SOURCE,PEDIGREE,ORIGIN,CROSS_NAME,BARCODE,EL,FMATR,LNTH,MIC,SFC,STRN,UNIF,PLOT_BID1,SCW,LINT,FSW,LP,TRUN_OUT,BSW
P00000000879546252836507,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836507,6.7,85,1.22,3.96,5.7,32.4,86.5,P00000000879546252836507,85.8,29.1,54.6,34.77,33.92,42.4
P00000000879546252836508,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836508,7.6,87,1.223,5.09,6.6,34.2,86.3,P00000000879546252836508,101.6,37.7,61.6,37.97,37.11,48.5
P00000000879546252836509,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836509,5.8,86,1.378,3.88,4.4,34.8,84.8,P00000000879546252836509,90.4,29.2,59.5,32.92,32.3,44.8
P00000000879546252836510,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836510,7.8,84,1.323,3.59,5.4,33.2,83.8,P00000000879546252836510,94.1,33.5,59.6,35.98,35.6,49.6
P00000000879546252836511,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836511,6.7,86,1.318,4.22,4.8,31.1,85.8,P00000000879546252836511,102.9,39.1,62.4,38.52,38,51.2
P00000000879546252836512,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836512,6.5,86,1.331,4.21,4.5,34.6,86.9,P00000000879546252836512,71.1,21.7,48,31.13,30.52,36.3
P00000000879546252836513,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836513,5.7,87,1.291,4.53,5.3,32,85.5,P00000000879546252836513,39.8,13.3,25.8,34.02,33.42,21.4
P00000000879546252836514,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836514,9.9,86,1.124,5.01,6.6,37.6,85.3,P00000000879546252836514,99.9,40.6,58.5,40.97,40.64,48.1
P00000000879546252836515,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836515,5.9,87,1.316,4.37,4.8,29.5,86.1,P00000000879546252836515,103.1,39,63,38.24,37.83,51
P00000000879546252836516,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836516,6.3,86,1.295,4.15,5,32,86,P00000000879546252836516,78,29.3,47.2,38.3,37.56,38.2
P00000000879546252836517,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836517,7.5,85,1.268,4.03,5.9,35.5,86.6,P00000000879546252836517,98.6,33.3,63.9,34.26,33.77,52.6
P00000000879546252836518,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836518,5.9,88,1.362,4.81,4.4,27.1,85.2,P00000000879546252836518,75.7,26.8,47.1,36.27,35.4,38.2
P00000000879546252836519,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836519,8.3,83,1.29,3.59,5.7,32.3,86.2,P00000000879546252836519,73.1,26.8,45,37.33,36.66,36.4
P00000000879546252836520,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836520,7.6,86,1.189,4.36,6.7,35.2,84.6,P00000000879546252836520,85.4,35.1,49.3,41.59,41.1,41.2
P00000000879546252836521,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836521,8,86,1.306,4.51,5.4,37.7,86.6,P00000000879546252836521,86.9,30.6,55.3,35.62,35.21,43.4
P00000000879546252836522,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836522,7.3,86,1.279,4.58,5.5,34.8,85.5,P00000000879546252836522,58.5,20.9,36.7,36.28,35.73,31.3
P00000000879546252836523,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836523,7.7,86,1.257,4.38,6.8,33.3,86,P00000000879546252836523,88.8,36.5,50.7,41.86,41.1,41.7
P00000000879546252836524,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836524,7.3,86,1.258,4.51,6.3,34.8,86.3,P00000000879546252836524,91.9,31.8,58.7,35.14,34.6,45.2
P00000000879546252836525,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836525,6.3,89,1.268,5.67,5.7,28.9,86.7,P00000000879546252836525,79.3,30,47.9,38.51,37.83,40.6
P00000000879546252836526,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836526,6.8,85,1.275,4.08,5.8,35.2,85.1,P00000000879546252836526,92.9,32.9,58,36.19,35.41,46.3
P00000000879546252836527,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836527,6.7,86,1.34,4.14,4.9,35.1,87.1,P00000000879546252836527,100.5,37.8,60.7,38.38,37.61,49.9
P00000000879546252836528,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836528,8.3,84,1.349,3.78,4.9,34,85.6,P00000000879546252836528,89.3,30.4,57.8,34.47,34.04,48.3
P00000000879546252836529,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836529,5.7,87,1.325,4.22,5.1,33.5,86.6,P00000000879546252836529,49.2,15.4,32.3,32.29,31.3,26.5
P00000000879546252836530,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836530,5.4,87,1.217,4.45,5.9,38.3,86.1,P00000000879546252836530,97.4,35.4,60.3,36.99,36.34,52
P00000000879546252836531,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836531,6.9,87,1.325,4.82,4.6,29.4,86.7,P00000000879546252836531,76.3,27.1,47.6,36.28,35.52,39
P00000000879546252836532,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836532,7.9,83,1.214,3.35,7.2,30.9,85.3,P00000000879546252836532,85.6,27.2,57.2,32.23,31.78,44.1
P00000000879546252836533,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836533,7.9,85,1.288,4.24,5.8,34.7,86.1,P00000000879546252836533,93.9,35.7,56.6,38.68,38.02,46.2
P00000000879546252836534,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836534,5.9,92,1.346,6.46,4.6,26.3,86.4,P00000000879546252836534,88.9,32.4,54.8,37.16,36.45,48.5
P00000000879546252836535,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836535,6.5,88,1.256,4.88,6.2,36.2,86.3,P00000000879546252836535,110.1,43.1,66,39.51,39.15,52.4
P00000000879546252836536,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836536,3,86,1.25,3.34,7.4,36.4,85,P00000000879546252836536,70.8,23.4,45.7,33.86,33.05,37.7
P00000000879546252836537,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836537,8.1,83,1.324,3.59,5.3,33.7,86,P00000000879546252836537,84.3,28.2,54.9,33.94,33.45,47
P00000000879546252836538,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836538,5.8,87,1.292,4.63,5.6,34,85.1,P00000000879546252836538,78.4,28.5,48.4,37.06,36.35,37.6
P00000000879546252836539,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836539,7.9,84,1.227,3.8,6.9,34.8,84.7,P00000000879546252836539,70.4,26.3,42.7,38.12,37.36,36.3
P00000000879546252836540,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836540,7,87,1.276,4.79,5.9,34.6,86.3,P00000000879546252836540,85.4,30.9,53,36.83,36.18,44.8
P00000000879546252836541,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836541,9.1,84,1.284,4.13,5.5,35.5,86.1,P00000000879546252836541,67.4,24.8,41.9,37.18,36.8,34.9
P00000000879546252836542,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836542,5.6,87,1.241,4.36,7.2,31.2,83.9,P00000000879546252836542,89.1,33.6,53.7,38.49,37.71,43.7
P00000000879546252836543,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836543,8.4,86,1.232,4.92,6.1,35.1,85.2,P00000000879546252836543,76.9,29,45.5,38.93,37.71,38.3
P00000000879546252836544,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836544,7.5,85,1.294,4.24,5.7,35.1,86.3,P00000000879546252836544,94.3,31,59.3,34.33,32.87,42.6
P00000000879546252836545,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836545,6.6,85,1.194,3.75,7.3,29.4,83.8,P00000000879546252836545,94.8,34.1,59.2,36.55,35.97,47.9
P00000000879546252836546,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836546,8.8,84,1.299,4.05,5.3,35.3,87.2,P00000000879546252836546,77.5,27.1,48.3,35.94,34.97,40.9
P00000000879546252836547,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836547,7.7,85,1.347,4.37,4.8,33.1,86.5,P00000000879546252836547,62,21.8,39.4,35.62,35.16,32.3
P00000000879546252836548,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836548,8.4,86,1.241,4.62,5.9,36.6,86.5,P00000000879546252836548,80.6,28.3,50.2,36.05,35.11,39.9
P00000000879546252836549,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836549,7.8,88,1.239,5.32,6.4,31.8,84.2,P00000000879546252836549,31.2,10.5,20.1,34.31,33.65,16.1
P00000000879546252836550,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836550,,,,,,,,P00000000879546252836550,30,9,20,31.03,30,15.7
P00000000879546252836551,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836551,6.8,92,1.28,6.68,5.2,29.1,86.3,P00000000879546252836551,25.2,7.7,17.1,31.05,30.56,12.7
P00000000879546252836552,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836552,,,,,,,,P00000000879546252836552,13,3.6,8.5,29.75,27.69,5.5
P00000000879546252836553,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836553,6.7,88,1.273,5.07,5.2,31.9,85.9,P00000000879546252836553,83,32.2,49.6,39.36,38.8,41
P00000000879546252836554,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836554,6.6,87,1.218,4.53,4.6,44.8,87.6,P00000000879546252836554,28.9,8.5,19.6,30.25,29.41,15.3
P00000000879546252836555,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836555,7.3,85,1.239,4.04,7.2,34.8,85.5,P00000000879546252836555,40.3,12.7,26.1,32.73,31.51,20.5
P00000000879546252836556,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836556,5.6,88,1.331,4.69,4.5,34.5,86.6,P00000000879546252836556,41.8,12.3,27.9,30.6,29.43,21.8
P00000000879546252836557,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836557,8.9,86,1.24,4.81,6.8,32,85.3,P00000000879546252836557,103.5,41.9,59.3,41.4,40.48,50.2
P00000000879546252836558,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836558,7,87,1.263,4.93,6.5,34.3,85.7,P00000000879546252836558,122,45,75.1,37.47,36.89,63.4
P00000000879546252836559,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836559,7,84,1.335,3.46,5.1,35,84.7,P00000000879546252836559,106.4,33.2,71.8,31.62,31.2,58.7
P00000000879546252836560,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836560,6.7,86,1.234,4.28,6.8,31.8,84.7,P00000000879546252836560,68.2,24.8,42.8,36.69,36.36,34.4
P00000000879546252836561,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836561,8.9,84,1.228,4.19,6.2,36.4,85.7,P00000000879546252836561,100.6,37.2,62.6,37.27,36.98,52.6
P00000000879546252836562,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836562,5.7,87,1.309,4.21,5.1,35.2,86.7,P00000000879546252836562,106.8,37.3,67.8,35.49,34.93,53.3
P00000000879546252836563,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836563,9.3,84,1.277,4.27,5.9,34.3,86.4,P00000000879546252836563,84.7,27.4,55.5,33.05,32.35,47
P00000000879546252836564,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836564,6,84,1.303,3.31,5.1,30.5,85.7,P00000000879546252836564,76.7,24.7,50.9,32.67,32.2,41.5
P00000000879546252836565,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836565,5.8,90,1.312,5.77,5.2,26.9,84,P00000000879546252836565,71.5,23,47.4,32.67,32.17,39.4
P00000000879546252836566,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836566,6,87,1.333,4.68,4.6,35.2,85.4,P00000000879546252836566,81.8,25.7,54.8,31.93,31.42,43.6
P00000000879546252836567,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836567,8.1,85,1.395,4.36,4.7,32.8,86.9,P00000000879546252836567,103.9,35.9,67.2,34.82,34.55,54.2
P00000000879546252836568,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836568,8,84,1.355,3.88,4.8,35.6,86.7,P00000000879546252836568,89.6,30.5,58.2,34.39,34.04,46.3
P00000000879546252836569,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836569,7.9,86,1.277,4.76,5.7,33.2,86.2,P00000000879546252836569,75.3,26.2,47.5,35.55,34.79,38.8
P00000000879546252836570,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836570,7.8,84,1.315,3.61,5.6,32.2,84.8,P00000000879546252836570,91.5,30.5,58.8,34.15,33.33,49.2
P00000000879546252836571,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836571,10.1,85,1.199,4.95,6.1,34.1,85.2,P00000000879546252836571,78.5,28.7,48.6,37.13,36.56,40.7
P00000000879546252836572,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836572,7.2,88,1.182,5.43,5.4,33.3,86,P00000000879546252836572,89.9,34.1,54.2,38.62,37.93,46.4
P00000000879546252836573,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836573,6.7,87,1.285,4.86,5.4,30.8,86.2,P00000000879546252836573,96.4,34,60.5,35.98,35.27,46.7
P00000000879546252836574,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836574,7.7,86,1.332,4.29,5,39,86.9,P00000000879546252836574,89.9,31.3,57.2,35.37,34.82,44.9
P00000000879546252836575,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836575,7.3,87,1.335,4.62,4.8,36.9,87.5,P00000000879546252836575,92.3,30.7,59.6,34,33.26,49.4
P00000000879546252836576,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836576,6.6,86,1.25,4.22,5.8,35,85.8,P00000000879546252836576,111.4,35.9,73.9,32.7,32.23,59.2
P00000000879546252836577,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836577,8.2,86,1.263,4.86,6.2,37.1,85.8,P00000000879546252836577,108.5,40,66.4,37.59,36.87,55.1
P00000000879546252836578,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836578,8.5,84,1.27,4.05,5.6,35.6,87,P00000000879546252836578,82.3,29.3,52,36.04,35.6,44.3
P00000000879546252836579,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836579,7.9,85,1.269,4.16,6.7,31.3,85.1,P00000000879546252836579,70.9,23.3,46.2,33.53,32.86,35.1
P00000000879546252836580,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836580,6.8,88,1.277,5.07,5.5,32.4,86,P00000000879546252836580,78.1,26.1,49.7,34.43,33.42,39.8
P00000000879546252836581,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836581,8.4,85,1.256,4.33,5.9,33.9,86.7,P00000000879546252836581,70.3,22.5,45.9,32.89,32.01,37.8
P00000000879546252836582,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836582,6.2,88,1.358,4.91,4.4,35.7,86.4,P00000000879546252836582,76.1,26.6,48.4,35.47,34.95,39.5
P00000000879546252836583,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836583,6.5,87,1.34,4.47,4.9,36.9,85.2,P00000000879546252836583,76.1,28.9,45.8,38.69,37.98,38.9
P00000000879546252836584,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836584,5.4,87,1.36,4.27,4.4,34.7,85.7,P00000000879546252836584,36.4,11.6,24,32.58,31.87,18.7
P00000000879546252836585,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836585,5.9,87,1.273,4.56,5.5,31.5,85.8,P00000000879546252836585,92.4,34.2,56.9,37.54,37.01,47.1
P00000000879546252836586,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836586,6.8,87,1.241,4.62,6,33.9,84.8,P00000000879546252836586,85.2,31.9,51.7,38.16,37.44,42.4
P00000000879546252836587,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836587,6.4,85,1.271,3.92,5.7,35.1,86.3,P00000000879546252836587,112.1,35.8,74.9,32.34,31.94,61.2
P00000000879546252836588,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836588,6.4,87,1.303,4.8,5.2,34,86,P00000000879546252836588,106.3,36.5,67.8,35,34.34,55.3
P00000000879546252836589,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836589,7.7,84,1.357,3.71,4.8,34,87,P00000000879546252836589,76.6,24.7,50.5,32.85,32.25,42.4
P00000000879546252836590,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836590,7.2,86,1.252,4.41,6.6,34.3,85.3,P00000000879546252836590,77.3,29,47.2,38.06,37.52,37
P00000000879546252836591,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836591,6.2,86,1.269,4.08,5.8,35.9,86.2,P00000000879546252836591,93.5,36,56,39.13,38.5,47.2
P00000000879546252836592,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836592,5.3,87,1.26,4.36,5.7,37.5,86.5,P00000000879546252836592,103.8,36.5,65.9,35.64,35.16,52.6
P00000000879546252836593,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836593,7.8,85,1.274,4.25,5.8,34.7,87.3,P00000000879546252836593,94.3,36.6,56.2,39.44,38.81,46.1
P00000000879546252836594,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836594,8.4,84,1.324,4.04,5,36.2,86.7,P00000000879546252836594,106.3,39.2,64.8,37.69,36.88,53
P00000000879546252836595,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836595,7.3,86,1.277,4.46,5.5,31.6,85.4,P00000000879546252836595,91.9,28.8,61.5,31.89,31.34,49.4
P00000000879546252836596,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836596,6.1,87,1.361,4.57,4.3,35.8,86.9,P00000000879546252836596,68.1,22.7,44.1,33.98,33.33,35.5
P00000000879546252836597,G13N030,G,14 04 EY CG GCBAGH-PELON_00039_00012_1_@_$,EY_08Z353/11V069:[&27].@$@$,08Z353/11V069,G13N030,P00000000879546252836597,7.7,85,1.299,4.02,5.4,35.9,87,P00000000879546252836597,90.2,29.9,58.5,33.82,33.15,49.1
